seed;obj;alpha;beta;mu;sigmaT;sigmaD;x0
1040;4.379652279843175e-06;0.9094715026637211;[0.14399548 0.07124218 0.10190135 0.12786109];[0.00982609 0.01597684 0.01056732 0.00688974];8.708271318331083e-11;6.834493982998669e-13;[0.90943564 0.14714523 0.08190313 0.05433317 0.11540358 0.0105195 0.01862602 0.0138392  0.01699067]
1761;4.474250019406321e-06;0.9169802628569087;[0.14570936 0.07176649 0.10190971 0.12885742];[0.01059098 0.01568087 0.01044984 0.00692928];8.708271318331083e-11;6.834493982998669e-13;[0.90703422 0.06059036 0.1917032  0.12346925 0.1976456  0.01357361 0.00807759 0.01168491 0.0130633 ]
30710;5.071993334616459e-06;0.9019950660564138;[0.14428332 0.0717444  0.09981998 0.12552927];[0.00999425 0.01528458 0.01028293 0.00685775];8.708271318331083e-11;6.834493982998669e-13;[0.79019117 0.10547797 0.13048484 0.12608848 0.13781023 0.01865942 0.01671573 0.00612067 0.0185186 ]
48146;4.196803036802316e-06;0.9021903191913746;[0.14250171 0.07189479 0.10320424 0.12677008];[0.00990486 0.0160083  0.01018763 0.00682189];8.708271318331083e-11;6.834493982998669e-13;[0.76649473 0.12485586 0.06849713 0.09013722 0.15368736 0.01844026 0.00836036 0.01430098 0.01547983]
15695;4.320039939786139e-06;0.9054553013898549;[0.14417977 0.0724048  0.100894   0.12769769];[0.01040875 0.01585213 0.010525   0.0069368 ];8.708271318331083e-11;6.834493982998669e-13;[0.80899833 0.05635441 0.13212832 0.14487138 0.09582698 0.00780151 0.00967831 0.01347132 0.01456655]
24997;5.040985602736278e-06;0.8951018191211687;[0.14454575 0.07374074 0.10014656 0.12507485];[0.00993279 0.01537392 0.00996267 0.00662491];8.708271318331083e-11;6.834493982998669e-13;[0.71306172 0.05074254 0.09132892 0.19461876 0.1276772  0.01146811 0.00889461 0.01734154 0.0196113 ]
56450;4.437416364252009e-06;0.854200738824245;[0.14312311 0.07855725 0.10103479 0.12476946];[0.0099418  0.01625553 0.01037702 0.0070356 ];8.708271318331083e-11;6.834493982998669e-13;[0.73124461 0.15707919 0.14570009 0.11705396 0.19724826 0.01651324 0.01831158 0.0119611  0.01499609]
71656;4.345750289278888e-06;0.9148084840461312;[0.1437048  0.07068947 0.10316476 0.12864524];[0.00992169 0.01613871 0.01048996 0.00698074];8.708271318331083e-11;6.834493982998669e-13;[0.85737401 0.18069944 0.17171242 0.05721149 0.14759906 0.01813212 0.01584887 0.01986227 0.0059316 ]
785100;5.464994049193149e-06;0.9165536986104692;[0.14385436 0.07001552 0.10401912 0.12943766];[0.0099142  0.01555049 0.01035681 0.00690625];8.708271318331083e-11;6.834493982998669e-13;[0.75195123 0.13265672 0.15929996 0.1655994  0.05902317 0.00589071 0.00821151 0.00708951 0.01646464]
910323;4.409992797913814e-06;0.8921655971603948;[0.14251532 0.07364109 0.10321786 0.12600982];[0.01017619 0.01621817 0.01010091 0.00684716];8.708271318331083e-11;6.834493982998669e-13;[0.79772804 0.18589216 0.18001779 0.19266121 0.07742268 0.01497836 0.01095669 0.0182216  0.01939703]
789635;4.159637412372088e-06;0.9106018413808517;[0.14362405 0.07140225 0.10417442 0.12843777];[0.01025127 0.01577148 0.01072023 0.00715638];8.708271318331083e-11;6.834493982998669e-13;[0.86100066 0.1868168  0.18625446 0.1828418  0.05507661 0.01501921 0.0112196  0.01179902 0.01545325]
76625;4.100429387900219e-06;0.9155134334126149;[0.14406739 0.0703236  0.10312027 0.1293167 ];[0.01005373 0.01578917 0.01042026 0.00682393];8.708271318331083e-11;6.834493982998669e-13;[0.78866566 0.12413969 0.09298264 0.18633052 0.05628041 0.01571526 0.00975506 0.01977155 0.00603896]
471757;4.633434870300256e-06;0.8490523473639312;[0.14399759 0.07924663 0.09984421 0.12357349];[0.00935193 0.01599691 0.01032646 0.0069383 ];8.708271318331083e-11;6.834493982998669e-13;[0.70861588 0.14806943 0.11259195 0.14102967 0.14999202 0.01491162 0.01196302 0.01040144 0.01640025]
101241;4.211253912262796e-06;0.9114180262592845;[0.14444452 0.07146637 0.10204173 0.12705286];[0.01003607 0.01586711 0.01047475 0.00708319];8.708271318331083e-11;6.834493982998669e-13;[0.71897077 0.13869637 0.14013405 0.12172131 0.10288563 0.01526303 0.00810913 0.01326647 0.00725002]
454037;4.691290749085204e-06;0.8969943300458775;[0.14286276 0.07248121 0.10060258 0.12592026];[0.01038518 0.01607081 0.01035061 0.0069122 ];8.708271318331083e-11;6.834493982998669e-13;[0.87053057 0.16224678 0.09152796 0.19841592 0.0584548  0.01505586 0.01075923 0.00686902 0.01412243]
51358;4.5811365502083785e-06;0.8876235231154718;[0.14405866 0.07542155 0.09991538 0.12410501];[0.01008064 0.01628345 0.01030309 0.00721103];8.708271318331083e-11;6.834493982998669e-13;[0.89379722 0.16763297 0.11812393 0.12443903 0.10634767 0.01727319 0.01886291 0.01235367 0.00840032]
491388;4.271823511725165e-06;0.9098383595974461;[0.14487385 0.07219165 0.10114459 0.12735266];[0.01055157 0.01593427 0.01026268 0.00694662];8.708271318331083e-11;6.834493982998669e-13;[0.7196266  0.08575994 0.19933587 0.16709299 0.14173434 0.00758413 0.01260788 0.00887887 0.00840685]
415775;5.028524041530463e-06;0.8927883163764996;[0.14244696 0.07200109 0.10073809 0.1268096 ];[0.00950474 0.01593355 0.0104521  0.00705779];8.708271318331083e-11;6.834493982998669e-13;[0.80121956 0.06921854 0.06035938 0.07951995 0.08633762 0.00595214 0.01520095 0.01503672 0.01680373]
528177;4.775584036048946e-06;0.8944285879666334;[0.14338741 0.07384272 0.10206665 0.12547395];[0.00989862 0.01604813 0.01009273 0.00686896];8.708271318331083e-11;6.834493982998669e-13;[0.79931719 0.13053417 0.16459326 0.12685666 0.14857659 0.01292464 0.0111349  0.00905976 0.00710416]
505152;4.070779228806641e-06;0.8975029966997858;[0.14360677 0.07366133 0.1015755  0.12592861];[0.01036257 0.01615847 0.01013362 0.00685055];8.708271318331083e-11;6.834493982998669e-13;[0.70433944 0.09080229 0.14740763 0.05501683 0.11247965 0.0075055 0.01352521 0.01494059 0.00678935]
722138;4.843914468396811e-06;0.8953313992316246;[0.14380531 0.07360559 0.10123916 0.12569396];[0.00968711 0.01569103 0.0103767  0.0070754 ];8.708271318331083e-11;6.834493982998669e-13;[0.83611511 0.05226505 0.1450492  0.12237155 0.1551169  0.01776805 0.01847742 0.01856819 0.01586635]
228313;4.302202099923178e-06;0.9108181529524044;[0.14341517 0.07091442 0.10223631 0.12814721];[0.0101906  0.01610138 0.01081136 0.00729512];8.708271318331083e-11;6.834493982998669e-13;[0.91945988 0.07950195 0.10124841 0.16966131 0.14102767 0.00655327 0.01310292 0.01131169 0.01304891]
38495;4.830282239747062e-06;0.8938776996151627;[0.14356824 0.07313835 0.09908073 0.12525524];[0.00963252 0.01622481 0.01020761 0.00701357];8.708271318331083e-11;6.834493982998669e-13;[0.70745283 0.16507594 0.1235899  0.19126688 0.17197006 0.00546676 0.01192601 0.01788755 0.0061036 ]
737087;4.4011834026592805e-06;0.8928258918856588;[0.14352358 0.07378678 0.10123669 0.1251723 ];[0.01001975 0.01617912 0.00992559 0.00683562];8.708271318331083e-11;6.834493982998669e-13;[0.78656251 0.16383502 0.08767736 0.10438487 0.09073132 0.01273651 0.01531419 0.00986819 0.0131219 ]
859379;5.215055626613918e-06;0.907677557546399;[0.14476081 0.07162937 0.09980841 0.12583265];[0.00996726 0.01566442 0.01020232 0.00718158];8.708271318331083e-11;6.834493982998669e-13;[0.7152786  0.05922213 0.1742741  0.07247007 0.19856641 0.01077644 0.00797894 0.01093874 0.00707722]
409357;4.419461230181153e-06;0.9009912528761637;[0.14325196 0.07247977 0.10130936 0.12679805];[0.01013262 0.01639499 0.01060213 0.00725773];8.708271318331083e-11;6.834493982998669e-13;[0.87022992 0.12266168 0.05355836 0.18612617 0.17515894 0.01198787 0.01613841 0.01075835 0.00718238]
643026;5.020901807945037e-06;0.9432832067522866;[0.1487152  0.0684795  0.10715    0.13625817];[0.01133744 0.01528512 0.01087824 0.00711653];8.708271318331083e-11;6.834493982998669e-13;[0.8803822  0.18411276 0.07358482 0.11646518 0.13054856 0.00767863 0.0168461  0.0142375  0.0084368 ]
50738;4.746968174547858e-06;0.8563840905480412;[0.14226832 0.07745729 0.10250807 0.12531739];[0.00906069 0.01647367 0.01005784 0.0069659 ];8.708271318331083e-11;6.834493982998669e-13;[0.86016349 0.10054744 0.12941472 0.14340028 0.1054491  0.00928006 0.00744841 0.01910283 0.00638085]
188589;5.1093905849233425e-06;0.9103590070734402;[0.14410955 0.07055356 0.10128859 0.12665899];[0.01011922 0.01547853 0.01045157 0.00701955];8.708271318331083e-11;6.834493982998669e-13;[0.81522212 0.10051107 0.11592891 0.15188791 0.0610745  0.01457632 0.00883329 0.01037385 0.00847279]
121204;5.0484287732021e-06;0.9119979605865135;[0.14463234 0.07091697 0.10147017 0.12857618];[0.01008992 0.01568299 0.01030678 0.00702977];8.708271318331083e-11;6.834493982998669e-13;[0.74775402 0.07614495 0.19634265 0.1399546  0.17773782 0.01733875 0.00887394 0.01677375 0.01875238]
440888;4.381037939089728e-06;0.8944806622391953;[0.14496408 0.07420896 0.09748933 0.12284165];[0.01047664 0.01599262 0.0103112  0.00716563];8.708271318331083e-11;6.834493982998669e-13;[0.91444091 0.124703   0.18193449 0.17066831 0.08994005 0.00505501 0.01590711 0.01870042 0.00834222]
661613;4.5576180676714724e-06;0.9085442023882165;[0.14510284 0.07220234 0.10135279 0.12614333];[0.01009853 0.01536986 0.01042241 0.00692412];8.708271318331083e-11;6.834493982998669e-13;[0.79815048 0.16964896 0.19409011 0.13395898 0.19579073 0.00531385 0.00760213 0.01579239 0.01710042]
347200;4.796548810663091e-06;0.8999980568218728;[0.14289053 0.07169887 0.10054174 0.12712274];[0.01000675 0.01624224 0.01067477 0.00710891];8.708271318331083e-11;6.834493982998669e-13;[0.71609207 0.13781199 0.16929653 0.17011897 0.06286744 0.01041699 0.00563174 0.00817038 0.01266552]
22852;4.7684424239373624e-06;0.8515931766870566;[0.1422506  0.07771321 0.10208013 0.12534253];[0.00935224 0.01619643 0.01024567 0.00702589];8.708271318331083e-11;6.834493982998669e-13;[0.80038259 0.14159911 0.17070671 0.09117705 0.17803579 0.01831272 0.01207738 0.01855173 0.01496289]
713018;4.5326408221393866e-06;0.9068704021324179;[0.14427877 0.07180703 0.10080475 0.12672004];[0.01026799 0.0156239  0.01029055 0.00695956];8.708271318331083e-11;6.834493982998669e-13;[0.73514914 0.19514114 0.12397261 0.18737956 0.18701623 0.00979281 0.0063485  0.01288675 0.01977479]
920868;4.61758497309265e-06;0.9135822086275436;[0.14561356 0.07187869 0.10067143 0.12653544];[0.01056265 0.01569053 0.01008902 0.00711551];8.708271318331083e-11;6.834493982998669e-13;[0.82340324 0.18668099 0.14314919 0.19544481 0.18408877 0.0114895 0.01110412 0.01426156 0.01501215]
121914;4.669347789031793e-06;0.8962419867342101;[0.14378045 0.07280383 0.10055129 0.1260588 ];[0.00964251 0.01583505 0.01003451 0.00682214];8.708271318331083e-11;6.834493982998669e-13;[0.79849478 0.05501793 0.16310337 0.14637602 0.07414922 0.01893627 0.00730808 0.00864385 0.00568619]
714496;4.119036890599756e-06;0.9114859620587907;[0.14449598 0.07141427 0.10190932 0.12737899];[0.01024423 0.01568011 0.01002758 0.0070161 ];8.708271318331083e-11;6.834493982998669e-13;[0.93212828 0.12530643 0.18590113 0.06467542 0.13286104 0.01446326 0.01628179 0.00540775 0.01720486]
987594;3.991049485090235e-06;0.8968993807201604;[0.14485071 0.0739998  0.0990622  0.1242049 ];[0.01060427 0.01589404 0.01023267 0.00709625];8.708271318331083e-11;6.834493982998669e-13;[0.91742423 0.1521922  0.13292026 0.08134859 0.1376697  0.01778899 0.01013185 0.01649254 0.01494842]
898079;3.945614591874865e-06;0.9007236661270643;[0.14325225 0.07193193 0.10058731 0.12636785];[0.01021352 0.01594036 0.01044502 0.00700357];8.708271318331083e-11;6.834493982998669e-13;[0.76940245 0.19590005 0.05687052 0.13470633 0.1352427  0.00610174 0.01664808 0.00625692 0.01963776]
26324;3.9836172729869715e-06;0.9127510344415445;[0.14427298 0.07070441 0.10243939 0.12935361];[0.00994782 0.01567665 0.01015344 0.00674885];8.708271318331083e-11;6.834493982998669e-13;[0.77577208 0.1411505  0.19069752 0.15472239 0.18823001 0.01922624 0.01792168 0.00609379 0.00701618]
333341;4.326090586378005e-06;0.8873996246954707;[0.14210316 0.07319082 0.10109876 0.12593314];[0.00990697 0.01649194 0.01053751 0.00718646];8.708271318331083e-11;6.834493982998669e-13;[0.73542967 0.16502565 0.06894677 0.17766198 0.17817971 0.00721653 0.01075067 0.00773372 0.00706801]
912923;4.851064829145931e-06;0.9114393159649515;[0.1445091  0.07144104 0.10256462 0.12764387];[0.0101241  0.01550752 0.01046243 0.00673765];8.708271318331083e-11;6.834493982998669e-13;[0.91787433 0.11728378 0.12107877 0.17341936 0.13978874 0.0197482 0.00728823 0.01495359 0.01587186]
962405;3.952260437454844e-06;0.9040849901482285;[0.14354341 0.0714669  0.10068845 0.1261403 ];[0.01033102 0.01564945 0.01033968 0.00718695];8.708271318331083e-11;6.834493982998669e-13;[0.85140176 0.08810282 0.14904659 0.18116446 0.12113839 0.01355351 0.00843669 0.01612757 0.01446846]
995431;5.1399603814222985e-06;0.8630059379168448;[0.14349548 0.07749171 0.10044688 0.12496401];[0.00930066 0.01602542 0.01028188 0.00692322];8.708271318331083e-11;6.834493982998669e-13;[0.7291386  0.10168677 0.13584667 0.05582763 0.12705815 0.01707148 0.00620291 0.01010476 0.01104837]
137014;3.872054273866678e-06;0.8937355618474092;[0.14380428 0.0736189  0.09958327 0.12507321];[0.00994976 0.0161401  0.01022547 0.00700326];8.708271318331083e-11;6.834493982998669e-13;[0.90446695 0.13309184 0.15279198 0.10804667 0.17515664 0.01277108 0.00693224 0.01762946 0.00929202]
596655;4.70746297083811e-06;0.9035921820167075;[0.14377774 0.07208625 0.10154516 0.12688   ];[0.00985349 0.01570111 0.01016951 0.00698848];8.708271318331083e-11;6.834493982998669e-13;[0.72372357 0.12136687 0.16505036 0.15247973 0.18707607 0.01256727 0.01510538 0.01594342 0.01295644]
136005;4.487393499902705e-06;0.9189539354630999;[0.14500023 0.07014227 0.10147908 0.12867074];[0.01008979 0.0159897  0.01053696 0.00707478];8.708271318331083e-11;6.834493982998669e-13;[0.77310008 0.06923684 0.06960713 0.1495683  0.05252838 0.01295781 0.01511076 0.01164476 0.01688468]
447042;4.428387121999753e-06;0.8845404108908052;[0.14430908 0.0754351  0.09901401 0.12397536];[0.00969085 0.01589959 0.01026781 0.00707979];8.708271318331083e-11;6.834493982998669e-13;[0.8398554  0.1569106  0.10950387 0.07310522 0.11655409 0.01836991 0.00843084 0.01291919 0.00922221]
517631;4.766956085969028e-06;0.9031316113057721;[0.14462944 0.07288193 0.10059993 0.12627096];[0.01039336 0.01566695 0.00996029 0.0069275 ];8.708271318331083e-11;6.834493982998669e-13;[0.78832722 0.17469059 0.19324517 0.1743092  0.13884321 0.0164534 0.01733407 0.0096727  0.01865833]
573109;4.248205882425206e-06;0.8843231077042715;[0.1431647  0.07461752 0.10129901 0.1246338 ];[0.00972824 0.01608826 0.00986817 0.00687115];8.708271318331083e-11;6.834493982998669e-13;[0.78156113 0.10520731 0.07615221 0.10659116 0.14857065 0.01660381 0.0199957  0.01251909 0.01786971]
369772;3.860860053772654e-06;0.9130813355277664;[0.1447543  0.07154061 0.10082882 0.12739863];[0.01041919 0.01635142 0.01026562 0.00718409];8.708271318331083e-11;6.834493982998669e-13;[0.93243491 0.10998225 0.14676514 0.1918963  0.14614577 0.01954234 0.01237826 0.00762502 0.00539246]
738636;4.195205203674968e-06;0.9311953827383618;[0.14636736 0.07016197 0.10614798 0.13207605];[0.01090302 0.01587548 0.01013919 0.0067849 ];8.708271318331083e-11;6.834493982998669e-13;[0.71376885 0.16648425 0.08874892 0.14968216 0.08648355 0.01549296 0.01661131 0.01228011 0.00841736]
205135;5.035271794705257e-06;0.9082743961739083;[0.14461299 0.07147871 0.09977562 0.12572491];[0.01027501 0.01576105 0.01044831 0.00721345];8.708271318331083e-11;6.834493982998669e-13;[0.86735728 0.08451738 0.05502129 0.16547909 0.08403004 0.01570097 0.01671197 0.01548073 0.01545348]
857537;4.185618490513818e-06;0.9103815628084027;[0.14479601 0.07171479 0.10120338 0.12722466];[0.0103577  0.01565273 0.0104865  0.00697734];8.708271318331083e-11;6.834493982998669e-13;[0.74054501 0.19420768 0.18603802 0.15045543 0.18643975 0.01592669 0.00514557 0.00753796 0.01472942]
323508;4.5517664431880605e-06;0.9151665749072082;[0.14435635 0.07054797 0.10195113 0.12853043];[0.01048956 0.01548571 0.01087305 0.00705988];8.708271318331083e-11;6.834493982998669e-13;[0.73837462 0.10720154 0.11259716 0.11635356 0.0756915  0.00556346 0.00832629 0.0152358  0.01859997]
552967;4.378226788459206e-06;0.8968655515172446;[0.14315127 0.07269536 0.10115776 0.12570016];[0.00986527 0.01588226 0.01006953 0.00712811];8.708271318331083e-11;6.834493982998669e-13;[0.80472604 0.10517366 0.09043432 0.12260284 0.13438985 0.0109739 0.01417316 0.00517249 0.00515147]
945296;5.044793590194821e-06;0.9032835775907293;[0.14382417 0.07188826 0.09926277 0.12603658];[0.01011192 0.01633187 0.01074472 0.00731511];8.708271318331083e-11;6.834493982998669e-13;[0.89371199 0.0796561  0.11444275 0.07925528 0.09909866 0.01326784 0.00796426 0.01921705 0.00732096]
514876;4.3678867040334885e-06;0.9073974099775104;[0.14391969 0.07107277 0.10093344 0.12787504];[0.00977715 0.0156201  0.01054988 0.00716668];8.708271318331083e-11;6.834493982998669e-13;[0.90323359 0.15156607 0.18058647 0.18118429 0.11081278 0.00907668 0.01202586 0.00501449 0.01924538]
63528;4.487788971414625e-06;0.8758901125052543;[0.14286929 0.07502204 0.10082317 0.12434882];[0.00973851 0.01575488 0.00968316 0.00702538];8.708271318331083e-11;6.834493982998669e-13;[0.73072231 0.12840829 0.11785439 0.15981544 0.19953217 0.01015573 0.01783309 0.01831371 0.01942239]
663252;4.564888987155137e-06;0.8696934333112287;[0.14344957 0.07683757 0.10000096 0.12385459];[0.00940415 0.01620488 0.01030314 0.00715869];8.708271318331083e-11;6.834493982998669e-13;[0.86988515 0.06511969 0.12345319 0.16309393 0.06877113 0.00939161 0.01532882 0.01931437 0.01432209]
952165;4.27595684692884e-06;0.9097281285833467;[0.1442133  0.07159463 0.10188529 0.12726317];[0.01015869 0.01588122 0.01052573 0.00705924];8.708271318331083e-11;6.834493982998669e-13;[0.91375415 0.14507748 0.1281673  0.05864831 0.12734982 0.01013189 0.01890956 0.00800336 0.01860123]
824623;3.874011463238274e-06;0.8945226906175294;[0.14330948 0.07235677 0.09960582 0.12514235];[0.00984117 0.01578342 0.01003647 0.00700153];8.708271318331083e-11;6.834493982998669e-13;[0.71557489 0.07300038 0.1025494  0.14663898 0.06456367 0.00786363 0.0126683  0.00886414 0.0184615 ]
159738;4.5088664115283406e-06;0.9039111820275733;[0.145767   0.07403925 0.09955597 0.12501853];[0.01022479 0.01589691 0.01013998 0.00709723];8.708271318331083e-11;6.834493982998669e-13;[0.90666921 0.05858091 0.17608409 0.06436287 0.16369623 0.00946452 0.00933694 0.01630981 0.0173598 ]
459203;4.088972783839985e-06;0.9404531316085836;[0.14725124 0.06714507 0.1061062  0.13557067];[0.0106933  0.01561391 0.01092826 0.00715802];8.708271318331083e-11;6.834493982998669e-13;[0.86715924 0.17029356 0.14724805 0.10614384 0.10058933 0.01683869 0.01128658 0.01681441 0.00851475]
755820;4.722473999985681e-06;0.8421512425131016;[0.14463219 0.07995662 0.09862035 0.12312781];[0.00940633 0.01595849 0.01003598 0.00707737];8.708271318331083e-11;6.834493982998669e-13;[0.75852473 0.10471282 0.16269461 0.06973699 0.07995162 0.00713982 0.0133211  0.01785352 0.01852683]
846358;4.2551775378567294e-06;0.9036493814756354;[0.14484835 0.07250702 0.09912266 0.1261902 ];[0.00988497 0.01567185 0.01022933 0.00707019];8.708271318331083e-11;6.834493982998669e-13;[0.90295544 0.10514799 0.0810349  0.16627632 0.1539944  0.01849854 0.01427102 0.01218622 0.0104731 ]
872817;4.356302787057322e-06;0.9186461950103288;[0.14454752 0.07008557 0.10229594 0.12960311];[0.0104007  0.01586839 0.01052553 0.00701096];8.708271318331083e-11;6.834493982998669e-13;[0.7865099  0.09133937 0.14463233 0.08482855 0.18403248 0.0082404 0.01995547 0.01030688 0.01373253]
920671;4.630277017952844e-06;0.8485881893472393;[0.14507479 0.08028584 0.09892448 0.12277723];[0.00913842 0.01608895 0.00984338 0.00707427];8.708271318331083e-11;6.834493982998669e-13;[0.86011365 0.17360328 0.12075112 0.1330988  0.10143995 0.01342695 0.007874   0.01876579 0.0174    ]
935314;3.814101191034406e-06;0.9274362649043237;[0.14836026 0.07187069 0.10182172 0.1286361 ];[0.01081382 0.01546152 0.01026793 0.00689936];8.708271318331083e-11;6.834493982998669e-13;[0.76379133 0.15314255 0.17352056 0.16585373 0.17859218 0.00576931 0.01363883 0.01398739 0.0101133 ]
980135;4.016672481370853e-06;0.9103431254666893;[0.14500604 0.07069097 0.09735602 0.12676066];[0.0103848  0.01596206 0.01062168 0.00743241];8.708271318331083e-11;6.834493982998669e-13;[0.79865523 0.09361035 0.07110667 0.12336209 0.10358022 0.01338917 0.01734374 0.00708522 0.0061051 ]
822888;4.663848842078465e-06;0.9044155525084807;[0.14505748 0.07214157 0.09911927 0.12536345];[0.01012595 0.01555424 0.01007025 0.00694253];8.708271318331083e-11;6.834493982998669e-13;[0.83545263 0.14348125 0.11018724 0.07099699 0.15713036 0.01374191 0.00608048 0.01836326 0.01594111]
235463;4.488238826077435e-06;0.9066555113156315;[0.14381696 0.07120535 0.10130895 0.12708684];[0.00970362 0.01567371 0.01032838 0.00694032];8.708271318331083e-11;6.834493982998669e-13;[0.8710558  0.07264914 0.12624743 0.06368907 0.18993236 0.01704725 0.01118961 0.01134384 0.01454042]
842322;4.248848615048377e-06;0.9019951021339686;[0.1449207  0.07301197 0.09861565 0.12463588];[0.01029987 0.01588223 0.01030795 0.00707366];8.708271318331083e-11;6.834493982998669e-13;[0.88756838 0.08794444 0.19098977 0.07863907 0.16220142 0.01366826 0.01918373 0.01517292 0.01482253]
537062;4.513300264386784e-06;0.9137826897705371;[0.14606149 0.07225795 0.09975196 0.12670181];[0.01054639 0.01573111 0.0103597  0.00695244];8.708271318331083e-11;6.834493982998669e-13;[0.74109736 0.06966942 0.198485   0.12632673 0.08528124 0.00875795 0.01179438 0.00697768 0.01279965]
484062;4.632958938190361e-06;0.918073646743848;[0.14623133 0.07164989 0.10058141 0.12683279];[0.01066274 0.01578258 0.00996686 0.00683864];8.708271318331083e-11;6.834493982998669e-13;[0.70551063 0.1477278  0.17955005 0.07956358 0.1825475  0.01206567 0.00683768 0.01143928 0.01799319]
130197;4.3729486933024945e-06;0.9033416682365006;[0.14294637 0.07139624 0.10228373 0.12718391];[0.00990542 0.01569549 0.01011985 0.00677509];8.708271318331083e-11;6.834493982998669e-13;[0.84253443 0.1075633  0.11576952 0.14149752 0.09210769 0.00942276 0.01096506 0.00970438 0.01444636]
916642;4.558294384703992e-06;0.9201797841628518;[0.14510301 0.06947294 0.10159551 0.12996647];[0.00994905 0.01550586 0.01042594 0.0068509 ];8.708271318331083e-11;6.834493982998669e-13;[0.7416762  0.15813415 0.19243666 0.09038481 0.13783342 0.01435754 0.01092713 0.01778704 0.01854015]
955986;4.662941548978305e-06;0.8747583985067057;[0.14424033 0.07648809 0.09916871 0.12315273];[0.00947755 0.01598508 0.00987075 0.00688273];8.708271318331083e-11;6.834493982998669e-13;[0.92922166 0.10837572 0.17725388 0.06384564 0.12551306 0.00925892 0.01718947 0.0127532  0.01236143]
156666;4.5878972098240175e-06;0.9077039780737369;[0.14503577 0.07248354 0.10053673 0.1265993 ];[0.01024358 0.01578712 0.01029725 0.00714983];8.708271318331083e-11;6.834493982998669e-13;[0.86291964 0.0644177  0.16529368 0.15162126 0.10350164 0.01652356 0.00727971 0.0143916  0.01722318]
310819;4.225799804384508e-06;0.9020220238021359;[0.14357268 0.07186556 0.10080619 0.12704802];[0.00978706 0.01576323 0.01040096 0.006921  ];8.708271318331083e-11;6.834493982998669e-13;[0.71200612 0.0870135  0.07269201 0.17661956 0.06512447 0.01103468 0.00922331 0.00768617 0.00677008]
700378;4.7704762885682785e-06;0.9126891371530786;[0.14350704 0.06990151 0.10136538 0.12859073];[0.01010649 0.01591872 0.010882   0.00729784];8.708271318331083e-11;6.834493982998669e-13;[0.83906228 0.13984209 0.07851868 0.06129157 0.05557751 0.00616392 0.01128919 0.00571628 0.00773933]
670354;5.2809181569156205e-06;0.8010000309729214;[0.14579006 0.08454602 0.09992093 0.12495558];[0.00880923 0.01629703 0.01003656 0.00706614];8.708271318331083e-11;6.834493982998669e-13;[0.84534844 0.05459506 0.18071506 0.09400996 0.09412058 0.00863762 0.00889429 0.00838604 0.0138163 ]
655431;4.057745774116631e-06;0.9175739799987995;[0.1471127  0.07187169 0.09867906 0.12799174];[0.01090182 0.01555939 0.01026647 0.00708317];8.708271318331083e-11;6.834493982998669e-13;[0.85823221 0.07924842 0.11449165 0.11736394 0.07217991 0.0095781 0.00517429 0.01010679 0.01962594]
899394;4.435324668404284e-06;0.900424766199685;[0.14388486 0.07276231 0.10103729 0.12581099];[0.01000871 0.01588297 0.01036934 0.00699847];8.708271318331083e-11;6.834493982998669e-13;[0.70913    0.07187014 0.1819057  0.05486366 0.12999481 0.01141817 0.00696071 0.01216694 0.011184  ]
210942;4.594273274715135e-06;0.9240755649242327;[0.14680826 0.07097937 0.10183991 0.12810771];[0.01082974 0.01550414 0.01040918 0.00698105];8.708271318331083e-11;6.834493982998669e-13;[0.81243398 0.16857971 0.10657593 0.12688943 0.123654   0.00888591 0.01096808 0.01762531 0.00730834]
176625;4.683761400212907e-06;0.9113352500078741;[0.14366192 0.07080706 0.10281207 0.12759966];[0.01039061 0.01581187 0.01054666 0.00706112];8.708271318331083e-11;6.834493982998669e-13;[0.93554271 0.18094937 0.15499565 0.13994624 0.07353526 0.01821921 0.01579178 0.01778935 0.00751206]
65853;4.083670452132135e-06;0.8976475425818227;[0.14362987 0.07260327 0.09981393 0.12660649];[0.01013973 0.01567763 0.01095467 0.00726993];8.708271318331083e-11;6.834493982998669e-13;[0.76235898 0.18062558 0.12139199 0.08659409 0.13392382 0.01197809 0.00818962 0.01971899 0.00995467]
325619;3.916323441595126e-06;0.8897462540563847;[0.14417378 0.07427624 0.09920173 0.1232477 ];[0.00967297 0.01585185 0.00996396 0.00695247];8.708271318331083e-11;6.834493982998669e-13;[0.91418115 0.06347478 0.16357581 0.19205929 0.13317955 0.00941521 0.006542   0.01316846 0.00511074]
788308;4.050359159236729e-06;0.9134031606509133;[0.14669233 0.07367799 0.10059768 0.12538029];[0.01074161 0.01562873 0.00975397 0.006762  ];8.708271318331083e-11;6.834493982998669e-13;[0.75882892 0.13183673 0.17754614 0.07863917 0.15079424 0.00740284 0.00766682 0.01671566 0.01028035]
103514;4.496352491969501e-06;0.8728392978471922;[0.14286681 0.07605133 0.10112647 0.12469759];[0.00987762 0.01608701 0.00998649 0.00695724];8.708271318331083e-11;6.834493982998669e-13;[0.77423127 0.14830888 0.15647858 0.08746054 0.18018354 0.00974844 0.01224564 0.00613327 0.01108259]
935420;4.276726424365721e-06;0.9284226616815325;[0.14602552 0.06955787 0.10442442 0.13164809];[0.01041666 0.01541    0.01052294 0.00716429];8.708271318331083e-11;6.834493982998669e-13;[0.77482115 0.08898892 0.06703373 0.06542001 0.09445985 0.00956237 0.01817441 0.00887852 0.01132528]
