seed;obj;alpha;beta;mu;sigmaT;sigmaD;x0
71448;4.325400826833946e-06;0.900371040906616;[0.14393948 0.07261914 0.10037596 0.12552581];[0.00975993 0.01620012 0.01025318 0.00690783];8.708271137999883e-11;6.834494117730397e-13;[0.7253373  0.13897446 0.10763682 0.10309515 0.10666594 0.00892815 0.01136246 0.00709622 0.00888723]
101206;5.104237793161278e-06;0.8995599417507107;[0.14220304 0.07079486 0.10044244 0.12654946];[0.01003964 0.01598779 0.0108716  0.00746733];8.708271137999883e-11;6.834494117730397e-13;[0.72290187 0.13907721 0.18721027 0.13286373 0.1073949  0.01938779 0.00963747 0.00887308 0.00717373]
85503;4.5190281048796765e-06;0.9033873511117793;[0.14424787 0.07269751 0.10050732 0.12548047];[0.01031265 0.01600665 0.01017063 0.00691142];8.708271137999883e-11;6.834494117730397e-13;[0.92689516 0.11388017 0.07880999 0.05166943 0.13059667 0.0182887 0.0179984  0.00903969 0.01192473]
25956;4.521644019110585e-06;0.9018599163076549;[0.14482013 0.07318584 0.10023408 0.12547229];[0.00959054 0.0158636  0.01010104 0.00682813];8.708271137999883e-11;6.834494117730397e-13;[0.70074132 0.17436153 0.13034549 0.13110747 0.1393808  0.0146611 0.01456505 0.01595785 0.00842773]
98347;4.3626319439324375e-06;0.917782721918143;[0.14526757 0.07150611 0.10294437 0.12839931];[0.01062501 0.01599746 0.01025896 0.00710843];8.708271137999883e-11;6.834494117730397e-13;[0.94506469 0.10266889 0.09460452 0.07957466 0.05560148 0.01177639 0.01164228 0.01727207 0.00940839]
84696;4.75319924255527e-06;0.9170153240371295;[0.14654483 0.07163411 0.10031275 0.12677742];[0.01046173 0.01516441 0.01027945 0.00727312];8.708271137999883e-11;6.834494117730397e-13;[0.86432525 0.08751309 0.11674405 0.05813033 0.14144089 0.01373492 0.00975972 0.01273648 0.01176815]
35572;4.3852353398713525e-06;0.898174121413967;[0.14535858 0.07442241 0.09922556 0.12420621];[0.01031845 0.01597427 0.01004004 0.00705063];8.708271137999883e-11;6.834494117730397e-13;[0.84192316 0.14211936 0.14850918 0.12442778 0.06238381 0.0123199 0.00536222 0.01491809 0.01207155]
1134;4.394616006734092e-06;0.9010732071358014;[0.14301165 0.07267638 0.10234972 0.12668244];[0.01043786 0.01644279 0.01047416 0.00687243];8.708271137999883e-11;6.834494117730397e-13;[0.86846839 0.15019624 0.16804969 0.14273013 0.0650252  0.00958118 0.01640543 0.00718165 0.01392416]
121472;4.389290078374359e-06;0.9443545186260921;[0.14961007 0.06938042 0.10707579 0.13562189];[0.0110097  0.01593801 0.01086675 0.00705645];8.708271137999883e-11;6.834494117730397e-13;[0.72876458 0.18614343 0.07603456 0.05075214 0.09199734 0.01367153 0.01599704 0.01489708 0.01087847]
81257;4.140372614432007e-06;0.9265765249725797;[0.14527581 0.0689001  0.10353197 0.13070699];[0.01003885 0.01591342 0.010693   0.00724969];8.708271137999883e-11;6.834494117730397e-13;[0.7203131  0.17723342 0.18230126 0.13606531 0.17862216 0.00687459 0.01715264 0.01509785 0.00665823]
64891;4.325292107041852e-06;0.8872715561987723;[0.14453332 0.07517521 0.09876182 0.12338185];[0.00976308 0.01621376 0.01011637 0.00687815];8.708271137999883e-11;6.834494117730397e-13;[0.86283696 0.06971268 0.15444874 0.0985101  0.09692648 0.00771097 0.00897163 0.00739809 0.01969041]
51778;4.4683054648381226e-06;0.9110508364762533;[0.14498693 0.07208885 0.1016045  0.12806537];[0.01039239 0.01560374 0.01046994 0.00687214];8.708271137999883e-11;6.834494117730397e-13;[0.93504227 0.05985867 0.10664523 0.10010964 0.11160451 0.01847067 0.01409868 0.0128412  0.01726895]
66539;4.220793757882393e-06;0.9060864606494965;[0.14603482 0.0739088  0.09913634 0.12505923];[0.01039342 0.01582354 0.00976039 0.00689779];8.708271137999883e-11;6.834494117730397e-13;[0.92485699 0.10177792 0.09309047 0.0949427  0.19081189 0.01342074 0.00999032 0.00785289 0.00820781]
104162;4.408579309283996e-06;0.9125643123663134;[0.14488293 0.07122782 0.10040403 0.12714193];[0.01049206 0.01574475 0.01049034 0.00730716];8.708271137999883e-11;6.834494117730397e-13;[0.93643715 0.13823361 0.17670846 0.13580979 0.08352789 0.01736585 0.01348815 0.00722915 0.01193124]
90641;3.5424699925790177e-06;0.9001084827324118;[0.14270223 0.07145281 0.1009413  0.1275827 ];[0.01032422 0.0159568  0.01085175 0.00744973];8.708271137999883e-11;6.834494117730397e-13;[0.82759895 0.10193477 0.15513675 0.06095561 0.091426   0.00876476 0.00910945 0.01176852 0.01662416]
87718;4.4723000821859996e-06;0.883759074294975;[0.14444406 0.07522866 0.09825325 0.12346214];[0.00990583 0.01581607 0.01007726 0.00701786];8.708271137999883e-11;6.834494117730397e-13;[0.93573653 0.16975073 0.0838903  0.13036418 0.13897469 0.01527946 0.01647434 0.00612294 0.00503651]
35447;4.728595058180522e-06;0.8664388666188396;[0.14398872 0.07787715 0.09968458 0.12441184];[0.00953924 0.01642117 0.00986051 0.00697192];8.708271137999883e-11;6.834494117730397e-13;[0.92950226 0.1520971  0.18656995 0.16596522 0.1639318  0.01392971 0.011914   0.0102009  0.01870167]
1495;4.875610911448331e-06;0.9127471619517609;[0.14432222 0.07063175 0.10113419 0.12761162];[0.01040941 0.01549542 0.01033867 0.00701233];8.708271137999883e-11;6.834494117730397e-13;[0.94575853 0.16900031 0.08926721 0.14573057 0.10996847 0.01862351 0.00961531 0.01082734 0.0099038 ]
1449;4.377510062847256e-06;0.9196180158185736;[0.14667056 0.07122669 0.09993559 0.12692151];[0.01086481 0.01537264 0.01040794 0.00729058];8.708271137999883e-11;6.834494117730397e-13;[0.71844816 0.12967309 0.10697012 0.10681733 0.16524393 0.01513292 0.01864986 0.01667932 0.0178573 ]
842;4.830713330085725e-06;0.9021930989477255;[0.14357331 0.07276101 0.10267653 0.12671555];[0.01007249 0.01598714 0.0102635  0.00713711];8.708270697681476e-11;6.834494640739641e-13;[0.94473508 0.13749657 0.12589442 0.08464753 0.18939449 0.00723733 0.00769168 0.01562649 0.01853753]
152;4.124401612580462e-06;0.9104415235988884;[0.14466028 0.07173482 0.10024433 0.12738499];[0.01028332 0.01586382 0.01056399 0.00682427];8.708270697681476e-11;6.834494640739641e-13;[0.9052286  0.15543057 0.16082871 0.05389957 0.074542   0.01198358 0.00773722 0.00838606 0.01476569]
19;4.12488173557541e-06;0.9070336312429235;[0.14519084 0.07192637 0.09904963 0.12552414];[0.00982228 0.01553061 0.01054778 0.00711939];8.708270697681476e-11;6.834494640739641e-13;[0.80231249 0.13415526 0.16149999 0.09538374 0.10917956 0.00872425 0.01687185 0.01307374 0.00630427]
485;4.066061151339188e-06;0.8981150454466662;[0.14436943 0.07303163 0.09959484 0.12555301];[0.00978908 0.01584018 0.01008757 0.00687566];8.708270697681476e-11;6.834494640739641e-13;[0.87181863 0.07542777 0.12305512 0.19005461 0.08198476 0.01147372 0.0096672  0.01373363 0.01262672]
143;4.332897168714573e-06;0.9122014966773696;[0.14546313 0.0728222  0.10198663 0.12609332];[0.01072925 0.01593555 0.01007462 0.00698057];8.708270697681476e-11;6.834494640739641e-13;[0.93036779 0.17335158 0.14291767 0.1964531  0.07202356 0.01332446 0.00579457 0.00897608 0.01219763]
844;4.8740135991480064e-06;0.8998194484393155;[0.14412354 0.07299848 0.10005136 0.12587234];[0.01056817 0.01600085 0.01021423 0.00708754];8.708270697681476e-11;6.834494640739641e-13;[0.87684066 0.09582009 0.18970456 0.08116773 0.1849357  0.01789152 0.01668838 0.01646573 0.01141912]
723;4.698599278800494e-06;0.9086186315030845;[0.14395599 0.07067947 0.10046472 0.1272369 ];[0.01035838 0.01563059 0.01052021 0.00706996];8.708270697681476e-11;6.834494640739641e-13;[0.85442758 0.18513877 0.18225514 0.12823514 0.0697948  0.01845738 0.01003781 0.00904155 0.01382684]
258;5.09196615731009e-06;0.9051481096513986;[0.14382625 0.07244226 0.10193914 0.12624155];[0.0103091  0.01599067 0.01004282 0.00699862];8.708270697681476e-11;6.834494640739641e-13;[0.90268913 0.19102719 0.06098156 0.15500856 0.13010657 0.00813084 0.01962154 0.01135418 0.01932698]
737;4.4378636377625995e-06;0.9160819775024094;[0.14561855 0.07110437 0.10097655 0.12766974];[0.01070977 0.01548692 0.01010538 0.0068319 ];8.708270697681476e-11;6.834494640739641e-13;[0.86314674 0.1737809  0.06116833 0.09702603 0.15692325 0.01002085 0.01187444 0.01217626 0.01289942]
616;3.93836216494052e-06;0.9173101386247107;[0.14564344 0.07138032 0.10110223 0.12759312];[0.01079212 0.0158392  0.01014016 0.00709584];8.708270697681476e-11;6.834494640739641e-13;[0.83756534 0.17002207 0.16706179 0.14761516 0.17186561 0.01258236 0.01976056 0.01313309 0.01894357]
1333;4.608420006711848e-06;0.9021730473791196;[0.14437125 0.07278432 0.10023433 0.1256528 ];[0.01044952 0.01600635 0.01023359 0.00677984];8.708271137999883e-11;6.834494117730397e-13;[0.81365485 0.06148754 0.14270382 0.18649789 0.13691382 0.01548376 0.00557795 0.01554217 0.00662296]
13;4.407581597773763e-06;0.8584181891438813;[0.14388292 0.07775675 0.09858817 0.12273171];[0.00935649 0.01610028 0.00979977 0.00705414];8.708271137999883e-11;6.834494117730397e-13;[0.82142178 0.06958987 0.14695848 0.09064045 0.14452725 0.01719306 0.0137115  0.0050918  0.00802545]
1054;3.5249094302023727e-06;0.888465566633254;[0.14179576 0.07317045 0.10285907 0.12765843];[0.00963998 0.01605842 0.0106742  0.00730745];8.708271137999883e-11;6.834494117730397e-13;[0.70048724 0.06219413 0.1072509  0.06495439 0.18378721 0.01623079 0.01196863 0.01902522 0.01372551]
512;4.215845041192682e-06;0.8984953472622647;[0.1437938  0.07283695 0.10092596 0.1271227 ];[0.00971991 0.0158447  0.00976276 0.00686865];8.708271137999883e-11;6.834494117730397e-13;[0.70144098 0.17027257 0.05646742 0.08172902 0.06263265 0.01633906 0.00687751 0.00878082 0.00531344]
622;4.59823612804516e-06;0.9028896950947211;[0.14450295 0.07358097 0.10184005 0.12583097];[0.0101952  0.01609266 0.01008048 0.00686299];8.708271137999883e-11;6.834494117730397e-13;[0.85153738 0.07226501 0.06195601 0.18657723 0.09820866 0.00954254 0.00552403 0.01196867 0.00555674]
1350;4.40471449596187e-06;0.874793669258497;[0.14304224 0.0758601  0.10079721 0.1240012 ];[0.00967639 0.01621725 0.01009218 0.00715848];8.708271137999883e-11;6.834494117730397e-13;[0.76696598 0.16904987 0.11059524 0.10890832 0.13398887 0.01224992 0.01179143 0.01358347 0.01021431]
1613;4.119040700677327e-06;0.9177937633365006;[0.14605385 0.07045709 0.09781854 0.1265591 ];[0.01045277 0.01584345 0.01084694 0.00747001];8.708271137999883e-11;6.834494117730397e-13;[0.89162792 0.11709333 0.1029731  0.05496418 0.16265771 0.01035416 0.01616425 0.01444848 0.01943589]
318;4.024042834363588e-06;0.9248042788480496;[0.14567341 0.06866277 0.10083166 0.1303921 ];[0.01038782 0.01534857 0.01093361 0.00711524];8.708271137999883e-11;6.834494117730397e-13;[0.75839652 0.17819573 0.12840519 0.07469642 0.1780559  0.00937368 0.01523169 0.01349904 0.00642529]
1389;4.160732279431418e-06;0.898170456179352;[0.14395745 0.07328709 0.10037538 0.1274613 ];[0.01013278 0.01598581 0.01027866 0.00681184];8.708271137999883e-11;6.834494117730397e-13;[0.84846956 0.11686099 0.10236775 0.08037247 0.10645612 0.01478906 0.01563851 0.01886864 0.01285002]
1180;4.685992944246525e-06;0.9023928921626796;[0.14527048 0.07392554 0.10037146 0.12492055];[0.01063319 0.01560952 0.01000158 0.00693845];8.708271137999883e-11;6.834494117730397e-13;[0.81999388 0.06402641 0.19812256 0.12292042 0.09150144 0.00560096 0.00807256 0.01903663 0.01385086]
357;4.702441550617438e-06;0.9056913083657818;[0.14542672 0.07272054 0.09898547 0.12440304];[0.01042923 0.01558106 0.0103979  0.00699898];8.708271137999883e-11;6.834494117730397e-13;[0.90445603 0.08021903 0.10799138 0.18196209 0.10604335 0.01248015 0.01251686 0.01276879 0.00686862]
0;4.206621910987222e-06;0.8998583663894238;[0.14272521 0.07248846 0.10305329 0.12792854];[0.00990506 0.01608725 0.01030408 0.00669737];8.706697206971713e-11;6.848188504488775e-13;[0.77176288 0.15598621 0.11222853 0.10408183 0.17429854 0.0188745 0.00569011 0.0084894  0.01022779]
